Platform,Hashtag,Content_Type,Impressions,Views,Likes,Shares,Comments,Engagement_Rate
TikTok,Education,Video,72709,61872,6327,5966,2668,0.2418
Facebook,Education,Video,75293,66931,8770,5314,789,0.2222
Twitter,Education,Video,96957,82301,8856,2918,3173,0.1816
Instagram,Beauty,Video,96033,89669,5830,1226,3206,0.1144
Facebook,Beauty,Photo,129329,73283,7698,3016,3683,0.1965
Instagram,Challenge,Video,77182,21684,15627,4587,10660,1.4238
Instagram,Fitness,Video,124839,85239,8113,4366,6951,0.2279
Twitter,Gaming,Text,103518,87191,10493,410,6493,0.1995
Twitter,Fitness,Photo,144489,70282,9351,2696,5046,0.2432
Facebook,Challenge,Video,139575,81454,13464,3595,3056,0.2469
TikTok,Education,Photo,115356,94707,7688,4995,1863,0.1536
Facebook,Challenge,Text,151700,86451,10895,7340,1470,0.2279
Instagram,Beauty,Photo,152595,57553,3521,2389,2210,0.1411
Twitter,Challenge,Photo,176824,80620,18208,1817,422,0.2536
TikTok,Tech,Video,125052,64377,6128,1469,2088,0.1504
Instagram,Gaming,Video,131534,95362,13961,251,7452,0.2272
TikTok,Music,Video,111187,90614,11695,6935,2175,0.2296
Facebook,Challenge,Photo,174792,83992,16717,132,2893,0.235
Instagram,Music,Video,139559,69262,10602,1681,940,0.1909
Facebook,Music,Photo,134361,62638,6771,4758,2089,0.2174
Twitter,Gaming,Carrousel,112974,57166,8261,2098,2674,0.228
Twitter,Beauty,Carrousel,139186,54861,9183,1175,3481,0.2523
Twitter,Beauty,Text,168845,93648,10782,1581,7028,0.2071
Instagram,Beauty,Video,120484,58951,10346,3030,465,0.2348
Instagram,Beauty,Video,148836,98432,15849,2709,2352,0.2124
Instagram,Beauty,Video,80343,66065,9624,1349,4368,0.2322
Twitter,Challenge,Photo,132863,82853,8066,5644,636,0.1732
Instagram,Fitness,Photo,167234,79543,6599,3413,2157,0.153
Twitter,Comedy,Video,165445,15769,4453,37,2251,0.4275
TikTok,Beauty,Video,176023,95766,8894,426,5824,0.1581
Facebook,Gaming,Video,159305,71168,8789,6,2929,0.1647
TikTok,Fitness,Video,130244,95662,8675,946,6185,0.1652
TikTok,Gaming,Video,167220,62099,7082,2488,2845,0.1999
TikTok,Challenge,Video,121831,86222,12117,1281,8020,0.2484
Instagram,Gaming,Video,78213,62104,9384,319,5451,0.244
Twitter,Comedy,Carrousel,121356,73889,13148,5437,216,0.2544
Twitter,Gaming,Photo,155768,72625,10521,5817,251,0.2284
TikTok,Tech,Video,139115,93935,29780,18359,528,0.5181
Twitter,Education,Carrousel,70998,65253,7581,329,2510,0.1597
Facebook,Tech,Carrousel,124481,79094,13381,1212,2700,0.2186
Facebook,Gaming,Video,58650,44012,9647,8586,6945,0.5721
Facebook,Music,Carrousel,177227,70143,7385,991,5094,0.192
Facebook,Comedy,Text,117527,61236,12059,1706,1912,0.256
Instagram,Tech,Carrousel,156419,93994,12483,3647,6861,0.2446
Twitter,Gaming,Text,116407,99742,7169,5847,526,0.1358
TikTok,Comedy,Photo,116466,98902,7083,6228,6969,0.2051
Twitter,Education,Photo,172673,85521,11679,5613,3232,0.24
Twitter,Beauty,Video,100486,93615,20031,1651,1204,0.2445
Facebook,Education,Photo,98475,86367,6768,6397,1308,0.1676
Facebook,Music,Carrousel,86926,27845,27666,10500,5922,1.5833
Instagram,Beauty,Video,73387,57379,8711,1219,3334,0.2312
Facebook,Gaming,Text,174333,91310,19740,16147,8832,0.4897
TikTok,Beauty,Video,159814,85885,12883,3953,4327,0.2464
TikTok,Education,Photo,132970,67377,7486,6870,2183,0.2455
Twitter,Tech,Text,4749,1671,2276,1025,1125,2.6487
Facebook,Music,Text,134456,90125,9627,3734,3376,0.1857
Twitter,Fitness,Photo,95960,94969,7372,3268,3400,0.1478
Instagram,Gaming,Video,161530,94385,8667,3133,8030,0.2101
TikTok,Comedy,Video,142640,96897,3458,2908,2819,0.0948
Twitter,Gaming,Photo,160303,85475,6025,4648,3109,0.1612
TikTok,Comedy,Video,105857,89278,20481,33,413,0.2344
Twitter,Music,Carrousel,148723,69628,7086,2366,2426,0.1706
Facebook,Tech,Carrousel,123768,94202,14314,2227,232,0.1781
Twitter,Comedy,Text,98970,64762,10993,936,2906,0.2291
Instagram,Beauty,Video,152860,79672,14773,251,2983,0.226
Facebook,Challenge,Text,174648,63786,4038,1812,218,0.0951
Instagram,Challenge,Video,162619,46806,18049,6992,10077,0.7503
Instagram,Tech,Video,126155,94269,9045,1469,4932,0.1639
Instagram,Fitness,Video,110964,99748,12717,5804,6483,0.2507
Instagram,Beauty,Carrousel,173137,90806,10930,8067,2418,0.2358
Instagram,Music,Video,89791,87681,6624,351,1824,0.1004
Facebook,Comedy,Video,134832,99798,9760,8500,3319,0.2162
Twitter,Tech,Photo,158541,95775,18004,689,2716,0.2235
Twitter,Tech,Carrousel,169759,99420,12376,473,9965,0.2295
Facebook,Tech,Text,170846,97551,13707,5679,3044,0.2299
Twitter,Beauty,Photo,82708,59842,6066,508,1724,0.1387
Instagram,Education,Video,120732,84116,7793,7104,6229,0.2512
Facebook,Beauty,Photo,120165,91383,13731,4139,4190,0.2414
Twitter,Tech,Carrousel,101678,52703,7125,4646,1183,0.2458
Facebook,Gaming,Video,167135,34667,4584,4536,3044,0.3509
Facebook,Fitness,Text,157228,89837,8995,2786,7524,0.2149
Twitter,Challenge,Photo,172583,76664,13222,1732,756,0.2049
TikTok,Comedy,Video,92776,91692,15765,6674,7127,0.3224
Facebook,Tech,Photo,82607,62556,4575,2846,2250,0.1546
TikTok,Tech,Video,115279,13491,13643,11056,1038,1.9077
Twitter,Challenge,Photo,88072,65422,1875,1371,1350,0.0703
Twitter,Music,Photo,173666,96988,4427,4153,2403,0.1132
TikTok,Music,Video,104314,65576,6540,4399,4804,0.2401
TikTok,Beauty,Video,160069,80931,4350,3186,583,0.1003
Twitter,Tech,Photo,167794,79751,7266,5031,1431,0.1721
Twitter,Tech,Video,135787,81682,16197,2055,658,0.2315
Twitter,Gaming,Carrousel,136144,66295,8282,1663,6004,0.2406
TikTok,Challenge,Video,176199,63575,5878,4381,3481,0.2161
Instagram,Comedy,Video,114450,80394,8960,162,5796,0.1856
TikTok,Gaming,Video,157518,76164,7109,6577,1375,0.1977
Instagram,Challenge,Video,137164,94896,5982,2256,5776,0.1477
Facebook,Tech,Video,123130,91782,10608,2486,5922,0.2072
Twitter,Tech,Photo,115137,54417,3297,1359,2722,0.1356
Instagram,Education,Video,102433,88226,13217,1225,327,0.1674
TikTok,Fitness,Video,100027,75005,7985,1757,7432,0.229
Facebook,Challenge,Text,101126,71961,7060,5446,402,0.1794
Facebook,Music,Photo,123932,78175,4331,2159,4024,0.1345
Instagram,Beauty,Video,135325,36143,29696,16534,3049,1.3634
TikTok,Fitness,Photo,165655,89760,5531,199,2413,0.0907
TikTok,Music,Video,137767,96489,17697,3425,2143,0.2411
Twitter,Comedy,Carrousel,134806,87336,14357,4294,3995,0.2593
Facebook,Tech,Text,174741,90547,10999,5796,2373,0.2117
TikTok,Gaming,Video,159995,87029,8812,7734,751,0.1987
Instagram,Music,Video,167196,88809,9418,8656,89,0.2045
Facebook,Tech,Carrousel,65286,63522,2539,1117,2095,0.0905
TikTok,Education,Photo,149259,55404,4941,2590,964,0.1533
Facebook,Education,Photo,167018,78183,9862,3261,3531,0.213
Twitter,Tech,Photo,131046,98661,9871,9254,5318,0.2477
Instagram,Challenge,Video,134752,67696,10244,1701,1634,0.2006
Instagram,Gaming,Video,159409,98651,5831,2618,1614,0.102
Twitter,Gaming,Text,112366,63972,9991,1533,1089,0.1972
Instagram,Beauty,Video,113668,65054,7762,1019,3690,0.1917
Twitter,Comedy,Carrousel,95834,33456,12038,9905,9598,0.9428
Twitter,Comedy,Text,52587,51777,5216,1457,3767,0.2016
Twitter,Music,Text,158932,44483,17592,649,848,0.4291
Facebook,Challenge,Text,96256,96243,9190,8164,1778,0.1988
Instagram,Gaming,Video,127961,97506,15706,5256,2731,0.243
Twitter,Music,Video,118442,88799,7902,2207,47,0.1144
TikTok,Challenge,Video,162211,57254,9838,2204,2398,0.2522
TikTok,Tech,Video,170117,79690,13893,3419,830,0.2277
TikTok,Gaming,Video,100219,99792,20213,2383,1256,0.239
Twitter,Gaming,Photo,129837,74524,12108,3263,577,0.214
Facebook,Beauty,Video,144084,76207,8270,2320,4214,0.1943
Facebook,Fitness,Video,111304,45707,3384,2774,2975,0.1998
Twitter,Gaming,Carrousel,80870,78533,8692,4000,2448,0.1928
Twitter,Challenge,Photo,113749,92231,13533,4452,351,0.1988
Twitter,Tech,Text,128444,90010,3947,1878,2616,0.0938
TikTok,Fitness,Video,151039,77070,11199,2441,3957,0.2283
Facebook,Challenge,Carrousel,100147,97133,12203,2348,4764,0.1989
Facebook,Comedy,Video,98918,77516,7649,5791,5934,0.2499
Facebook,Comedy,Photo,113885,90473,8049,2663,2843,0.1498
Twitter,Music,Photo,115213,82809,9913,3162,3110,0.1954
Instagram,Education,Video,164008,76014,7180,1683,1036,0.1302
Instagram,Gaming,Video,160458,93019,15345,2519,4052,0.2356
Twitter,Fitness,Video,68877,27018,24164,18133,9248,1.9078
Twitter,Music,Text,121425,67161,6822,4872,3059,0.2197
Twitter,Challenge,Carrousel,64057,23531,29492,13871,1726,1.9162
Twitter,Gaming,Photo,155087,74324,8892,102,7815,0.2262
TikTok,Education,Video,160478,8382,4808,3520,2834,1.3317
TikTok,Comedy,Video,119592,59737,9809,2472,565,0.215
Twitter,Challenge,Video,93644,8075,5006,2217,2986,1.2643
Instagram,Comedy,Video,150999,89592,13448,8462,211,0.2469
TikTok,Challenge,Video,179335,98827,10206,2613,8702,0.2178
Instagram,Challenge,Video,83453,12162,13250,3038,3902,1.6601
Facebook,Education,Video,117513,58242,8504,934,193,0.1654
Twitter,Challenge,Carrousel,172137,27982,15118,5721,7979,1.0299
Instagram,Tech,Video,167975,76679,9242,3646,5260,0.2367
TikTok,Beauty,Video,110886,73601,7259,2180,4575,0.1904
Facebook,Education,Photo,107876,92679,22298,9306,6186,0.4078
Twitter,Beauty,Text,141860,77081,9873,6316,1809,0.2335
Instagram,Beauty,Video,159191,34856,23688,3981,8349,1.0333
Facebook,Gaming,Carrousel,114766,77378,3969,2686,3332,0.1291
TikTok,Beauty,Video,119409,99727,8703,6088,5138,0.1998
Twitter,Comedy,Text,120407,98275,13332,2928,9032,0.2574
Twitter,Challenge,Text,91712,80818,7161,242,3713,0.1375
Instagram,Music,Video,141696,80188,7932,7030,3838,0.2344
TikTok,Comedy,Photo,138144,72520,10400,4628,2695,0.2444
TikTok,Challenge,Video,130978,99098,12673,880,1983,0.1568
Instagram,Challenge,Video,136887,72982,23865,4996,3877,0.4486
Twitter,Tech,Photo,108185,85734,5550,383,2600,0.0995
TikTok,Fitness,Video,151223,28356,26367,16674,10708,1.8955
Instagram,Beauty,Photo,147436,91758,9488,2161,5886,0.1911
Instagram,Comedy,Video,132443,65894,7583,1225,5208,0.2127
Instagram,Fitness,Video,80620,65308,4649,567,3779,0.1377
TikTok,Beauty,Video,117935,86794,9114,2836,2594,0.1676
Instagram,Comedy,Photo,175857,78741,5567,2848,5520,0.177
Twitter,Fitness,Video,144552,80604,10027,3468,6425,0.2471
Twitter,Education,Text,146854,58485,7391,6284,826,0.2479
Instagram,Comedy,Video,129240,45535,4172,770,971,0.1299
Instagram,Comedy,Video,170292,97837,13732,4833,2769,0.2181
Instagram,Comedy,Video,132084,99556,9890,2183,9245,0.2141
TikTok,Beauty,Video,111209,76011,11109,332,3706,0.1993
TikTok,Education,Video,110737,98906,11320,1522,5071,0.1811
Twitter,Gaming,Text,156261,83390,14024,5327,1524,0.2503
TikTok,Fitness,Video,133788,98093,11013,2094,5765,0.1924
Facebook,Tech,Photo,91309,72334,3741,3613,2474,0.1359
Instagram,Comedy,Video,176381,65430,6354,135,6345,0.1961
TikTok,Fitness,Video,152113,90088,12870,2624,3067,0.206
Twitter,Comedy,Text,165322,80030,9087,3757,2562,0.1925
Twitter,Beauty,Photo,167695,84016,18611,1229,236,0.239
Twitter,Fitness,Text,168347,96816,10899,1424,1726,0.1451
Twitter,Music,Carrousel,171379,10591,18338,10352,1778,2.8768
Instagram,Tech,Video,64466,25871,2665,2365,1265,0.2433
Instagram,Education,Video,168275,99196,17064,844,7208,0.2532
Facebook,Music,Photo,172653,88305,15770,246,3753,0.2239
TikTok,Challenge,Video,151789,73454,8927,3765,6376,0.2596
TikTok,Challenge,Video,109209,85664,11770,5938,4198,0.2557
TikTok,Beauty,Video,91407,25275,25660,12404,6048,1.7453
Facebook,Challenge,Text,153295,95339,7407,5439,4215,0.179
Twitter,Tech,Carrousel,157402,80740,9183,7495,1841,0.2294
Instagram,Challenge,Video,152991,85376,11672,1444,8294,0.2508
Instagram,Tech,Video,143428,75473,11031,3337,3781,0.2405
Instagram,Music,Video,117961,79707,16194,2289,90,0.233
Twitter,Fitness,Carrousel,165482,88049,16017,3290,1904,0.2409
TikTok,Music,Photo,146191,81040,14047,4207,1980,0.2497
Facebook,Comedy,Photo,153421,90538,11356,9077,3040,0.2593
Facebook,Comedy,Video,86412,70520,14746,4983,1599,0.3024
Instagram,Challenge,Video,142899,80497,7519,4969,2647,0.188
Facebook,Beauty,Text,76199,64876,12594,1539,767,0.2297
Twitter,Tech,Text,109204,96977,14154,450,8420,0.2374
Instagram,Education,Video,65891,35635,4751,966,345,0.1701
Facebook,Gaming,Photo,114646,97855,11106,6890,5168,0.2367
Twitter,Comedy,Carrousel,175029,88941,8253,2914,5879,0.1917
Twitter,Beauty,Video,102047,85729,14328,1488,5899,0.2533
Twitter,Music,Video,129896,75711,7657,2066,4869,0.1927
Twitter,Challenge,Video,168062,85481,9922,9127,2264,0.2493
TikTok,Education,Photo,118165,63891,5294,5018,4196,0.2271
Facebook,Music,Text,162376,90381,11131,6949,1243,0.2138
Instagram,Beauty,Video,124872,84721,10223,3461,2435,0.1903
TikTok,Gaming,Video,138550,69473,19836,6180,726,0.3849
TikTok,Music,Video,146424,93435,23410,11955,6849,0.4518
Twitter,Fitness,Carrousel,99064,89013,14260,1320,3383,0.213
Twitter,Gaming,Video,178742,97174,6876,3513,6681,0.1757
Facebook,Challenge,Carrousel,101084,99773,13474,2325,2447,0.1829
TikTok,Beauty,Video,179057,91190,5516,1069,253,0.075
Facebook,Fitness,Text,158690,9447,1580,64,633,0.241
TikTok,Tech,Video,105910,82451,12451,3717,548,0.2027
Instagram,Gaming,Video,117529,72776,7317,6913,387,0.2008
TikTok,Music,Video,116742,62345,7210,1956,5315,0.2323
Facebook,Tech,Photo,175998,52177,6565,569,3467,0.2032
Instagram,Tech,Photo,122804,66725,6396,2438,3692,0.1877
TikTok,Education,Video,139120,99987,10259,5027,2117,0.1741
TikTok,Music,Photo,114893,93246,16817,5835,391,0.2471
Instagram,Beauty,Photo,82311,80576,12524,5391,2187,0.2495
TikTok,Music,Video,173530,82551,5419,2413,3670,0.1393
TikTok,Fitness,Video,136531,50146,5196,4516,662,0.2069
TikTok,Gaming,Video,112974,96150,15585,6416,767,0.2368
Twitter,Education,Carrousel,121384,87134,13461,1295,3468,0.2091
Instagram,Tech,Carrousel,175738,99239,10162,6171,4679,0.2117
TikTok,Challenge,Photo,126599,97145,8957,8906,5297,0.2384
Instagram,Comedy,Video,168542,78917,4141,74,1098,0.0673
Facebook,Tech,Carrousel,124079,94242,14220,5635,1500,0.2266
TikTok,Challenge,Video,57376,51870,6146,1263,766,0.1576
TikTok,Fitness,Video,133032,88475,9495,711,8487,0.2113
TikTok,Beauty,Video,145013,92570,12774,9891,656,0.2519
Instagram,Comedy,Video,118895,90019,2870,1488,1191,0.0616
Twitter,Challenge,Carrousel,178407,62763,4987,1340,2312,0.1376
Twitter,Music,Text,92646,85497,10594,884,10088,0.2522
Instagram,Comedy,Photo,110451,98029,10821,78,4801,0.1602
Twitter,Comedy,Text,92494,90246,10427,1386,4436,0.1801
Twitter,Tech,Carrousel,168728,74356,10611,1227,3734,0.2094
Twitter,Challenge,Video,124652,35177,12142,8116,3734,0.682
Twitter,Tech,Video,177297,48436,5704,3443,978,0.209
TikTok,Beauty,Video,167115,93234,11248,2897,5270,0.2082
TikTok,Beauty,Video,142933,82836,14247,2124,560,0.2044
Twitter,Challenge,Photo,150615,89355,10831,1481,10649,0.257
Instagram,Education,Carrousel,92729,87075,10018,7966,4556,0.2589
Facebook,Challenge,Text,119878,73747,8087,1968,6705,0.2273
Twitter,Music,Text,168694,96492,15309,6156,651,0.2292
TikTok,Tech,Video,101033,98680,7674,7425,1649,0.1697
Facebook,Education,Photo,133042,98763,18706,582,4346,0.2393
Instagram,Beauty,Carrousel,79232,6715,7726,4819,3313,2.3616
Twitter,Music,Video,168795,93624,12723,4845,3387,0.2238
Instagram,Fitness,Video,156702,94969,8599,8245,1385,0.1919
Facebook,Tech,Text,154309,75750,27850,16263,3251,0.6253
TikTok,Gaming,Video,148769,87476,10183,5279,3007,0.2111
Twitter,Education,Video,108500,63905,5597,1894,4685,0.1905
TikTok,Beauty,Video,102964,62342,21261,17121,9777,0.7725
Instagram,Tech,Video,109953,77284,7996,1815,4609,0.1866
TikTok,Tech,Video,145389,97628,7737,7230,1546,0.1691
TikTok,Challenge,Video,167115,83172,13179,3336,4683,0.2549
Twitter,Tech,Carrousel,74737,71206,16887,15285,1996,0.4798
TikTok,Comedy,Video,80632,68428,11666,1809,4011,0.2555
Facebook,Fitness,Carrousel,93250,82055,10158,4205,1641,0.195
Facebook,Comedy,Carrousel,167059,96633,7238,1393,5595,0.1472
Instagram,Comedy,Video,98361,93671,10787,6611,1094,0.1974
TikTok,Tech,Video,151178,72923,9192,2464,2263,0.1909
Twitter,Gaming,Video,88926,71920,7818,1345,4963,0.1964
Instagram,Fitness,Video,161564,95878,13066,7107,3894,0.251
Twitter,Challenge,Video,115467,94582,10291,8148,4859,0.2463
Instagram,Tech,Video,119658,94638,12600,7991,495,0.2228
Instagram,Education,Video,120057,92214,10744,871,6847,0.2002
Twitter,Music,Video,158126,75204,7580,941,4789,0.177
Facebook,Beauty,Video,159304,87411,6964,2155,4622,0.1572
Twitter,Gaming,Text,121986,39926,4844,2348,2657,0.2467
Instagram,Fitness,Video,162048,68907,9092,615,6880,0.2407
Facebook,Education,Text,176686,80975,9447,3647,5815,0.2335
Twitter,Music,Text,138511,98029,19048,4936,137,0.2461
Instagram,Comedy,Photo,147585,87075,10140,920,2248,0.1528
TikTok,Tech,Video,124603,92223,11821,4889,3887,0.2233
Instagram,Challenge,Video,115903,99149,4984,4921,780,0.1078
TikTok,Education,Video,35071,22823,27824,19340,10463,2.525
Facebook,Challenge,Carrousel,108554,43468,6333,4821,89,0.2587
Instagram,Gaming,Video,151262,93221,8434,5432,3588,0.1872
TikTok,Music,Video,168357,62144,28236,19541,2305,0.8059
Instagram,Challenge,Video,158981,68155,11605,144,2590,0.2104
Twitter,Gaming,Video,126298,96990,15333,6544,2412,0.2504
Instagram,Education,Video,169488,94292,11545,579,3332,0.1639
Instagram,Education,Carrousel,109626,96169,9405,2337,6529,0.19
TikTok,Fitness,Video,149416,69111,6298,5218,4559,0.2326
Facebook,Music,Text,101008,95561,9662,1521,5420,0.1737
TikTok,Beauty,Video,108754,93961,14836,1738,6550,0.2461
TikTok,Gaming,Video,147029,44832,6576,1285,2707,0.2357
Instagram,Tech,Video,109172,90892,9739,4724,5504,0.2197
Facebook,Comedy,Photo,147153,97095,12167,10806,387,0.2406
Instagram,Gaming,Video,123527,92320,13726,5061,4318,0.2503
TikTok,Music,Video,121424,85069,6611,5842,4825,0.2031
Facebook,Tech,Text,132464,90716,11230,6428,2918,0.2268
Twitter,Challenge,Photo,165735,99939,8463,1666,2609,0.1275
Facebook,Music,Photo,119039,77123,9589,1708,1391,0.1645
Instagram,Music,Carrousel,165332,71841,8364,4015,5020,0.2422
Instagram,Fitness,Video,159559,99100,6875,6770,3485,0.1729
TikTok,Gaming,Video,160055,89992,8972,8253,431,0.1962
Twitter,Comedy,Photo,174166,19150,10640,6883,9384,1.4051
Instagram,Tech,Video,151957,57594,22234,17775,4827,0.7785
Twitter,Education,Photo,104504,96257,14778,15,5982,0.2158
Facebook,Fitness,Video,103244,93310,9287,688,8844,0.2017
TikTok,Gaming,Photo,178553,47309,4172,3466,567,0.1734
Instagram,Beauty,Carrousel,114319,82830,11316,414,4156,0.1918
Twitter,Fitness,Carrousel,155950,61666,8343,407,5733,0.2349
Twitter,Beauty,Photo,136135,92168,7338,1330,3682,0.134
Instagram,Fitness,Video,104257,98329,23244,1740,178,0.2559
Instagram,Beauty,Carrousel,98915,90142,15523,1612,2159,0.214
Facebook,Comedy,Photo,165294,95011,8750,6511,7797,0.2427
Instagram,Tech,Video,136373,92571,13880,4603,4448,0.2477
Instagram,Comedy,Video,161593,91587,17254,5295,1193,0.2592
Instagram,Fitness,Video,106740,41403,5210,356,802,0.1538
TikTok,Comedy,Video,159799,71125,10963,1211,5874,0.2538
Facebook,Fitness,Carrousel,77084,70703,6973,5807,1430,0.201
Twitter,Beauty,Video,106301,80534,15072,1774,2932,0.2456
Twitter,Gaming,Carrousel,151649,29102,9314,6631,8074,0.8253
TikTok,Education,Video,91693,88669,7675,7484,6492,0.2442
Instagram,Tech,Photo,157168,76442,9174,2430,6426,0.2359
Instagram,Comedy,Video,96371,76479,8770,4575,5917,0.2519
Twitter,Music,Carrousel,144541,92230,9178,6349,2756,0.1982
TikTok,Comedy,Video,116792,87515,15321,6257,1081,0.2589
Twitter,Music,Carrousel,109105,60459,14548,242,382,0.2509
Instagram,Challenge,Video,139828,75038,10673,2882,1183,0.1964
Facebook,Comedy,Carrousel,148924,63853,11123,1155,4291,0.2595
Instagram,Comedy,Carrousel,76053,74044,27767,2662,5091,0.4797
Facebook,Beauty,Carrousel,168311,77592,8431,3682,3910,0.2065
Instagram,Music,Video,161362,79575,12911,2984,2476,0.2309
Instagram,Gaming,Video,95827,79164,11530,1330,4767,0.2227
TikTok,Comedy,Video,99024,77492,12278,2698,287,0.197
Instagram,Beauty,Video,44465,28116,23676,7003,3552,1.2175
Twitter,Comedy,Photo,174637,60332,8231,2342,945,0.1909
Instagram,Beauty,Video,74143,61991,9928,2967,149,0.2104
TikTok,Education,Video,103999,48973,8597,126,3276,0.245
Instagram,Education,Video,103370,74407,14064,125,3601,0.2391
Twitter,Tech,Text,118606,50677,8070,1720,3046,0.2533
Instagram,Gaming,Carrousel,108956,97394,4223,3510,3194,0.1122
Facebook,Gaming,Text,142693,13503,1558,176,321,0.1522
TikTok,Gaming,Video,139404,71294,9312,2749,1840,0.195
Facebook,Comedy,Video,118575,64327,5859,4383,3956,0.2207
TikTok,Music,Video,110913,76931,11140,33,2288,0.175
Instagram,Gaming,Video,150879,67653,9810,1852,2690,0.2121
Instagram,Music,Video,92232,84140,8218,3069,5602,0.2007
TikTok,Education,Video,152440,95939,13021,457,9102,0.2354
Twitter,Beauty,Photo,134169,84478,4056,3889,3403,0.1343
Instagram,Fitness,Carrousel,105530,67947,16633,388,641,0.2599
Twitter,Music,Photo,152171,98879,12367,811,1046,0.1439
